session_id,station_id,vehicle_id,session_start,session_end,kwh_delivered,session_type,cost_usd,payment_method,connector_used,user_id
SES-023162,STN-008,VH-013,11-16-2025 16:29:38,11-16-2025 18:14:38,26.18,Level 2,10.21,credit card,J1772,U-4604
SES-019574,STN-013,VH-010,2025/09/28 09:58,2025/09/28 12:49,22.11,Level 2,2.21,debit_card,Tesla Supercharger,U-9744
SES-021301,STN-017,VH-001,2025-10-22 19:20:16,2025-10-22 20:41:16,5.05,Level 2,1.92,RFID,CCS,U-7287
SES-015070,STN-011,VH-010,2025/07/27 10:51,2025/07/27 11:36,23.09,DC Fast Charge,10.39,credit card,J1772,U-7549
SES-018779,STN-011,VH-010,2025-09-18 16:39:12,2025-09-18 18:50:12,76.5,DC Fast Charge,32.13,Apple Pay,Tesla Supercharger,U-2872
SES-023196,STN-011,VH-014,11-17-2025 22:11:58,11-17-2025 22:21:58,10.76,Level 2,3.01,RFID,CCS,U-9292
SES-000412,STN-008,VH-010,01-07-2025 06:54:37,01-07-2025 07:28:37,14.57,Level 2,4.37,Apple Pay,Tesla Supercharger,U-4436
SES-025263,STN-006,VEH#0008,12/16/2025 06:41,12/16/2025 09:34,3.14,Level 1,1.35,app_wallet,J1772,U-3031
SES-019135,STN-010,VH-013,09/23/2025 11:32,09/23/2025 12:58,49.88,DC Fast Charge,18.95,Google Pay,CCS,U-1565
SES-015249,STN-011,VEH#0006,2025/07/30 12:24,2025/07/30 13:23,8.63,Level 1,1.9,app_wallet,CHAdeMO,U-6403
SES-011365,STN-007,VH-004,06-15-2025 14:23:20,06-15-2025 16:14:20,7.04,Level 2,1.55,credit_card,CHAdeMO,U-8571
SES-015243,STN-010,VH-005,2025-07-30 08:56:06,2025-07-30 11:10:06,72.96,DC Fast Charge,18.97,credit card,CHAdeMO,U-3342
SES-019904,STN-015,VH-011,2025-10-04 08:27:49,2025-10-04 09:58:49,70.8,DC Fast Charge,22.66,credit_card,J1772,U-4915
SES-026299,STN-007,VH-010,12/26/2025 17:16,12/26/2025 17:33,46.69,DC Fast Charge,7.0,app_wallet,Tesla Supercharger,U-2136
SES-007987,STN-004,VH-014,23-Apr-2025 10:16:24,23-Apr-2025 10:58:24,50.2,DC Fast Charge,5.02,credit card,Tesla Supercharger,U-6536
SES-004145,STN-014,V_tesla_model_y,2025-03-07 09:16:57,2025-03-07 10:56:57,5.03,Level 1,2.06,credit_card,CCS,U-3226
SES-021735,STN-016,VH-004,10/28/2025 09:11,10/28/2025 09:52,50.97,DC Fast Charge,$12.74,Credit Card,CCS,U-5698
SES-018096,STN-003,VH-007,09/09/2025 13:14,09/09/2025 14:13,34.13,Level 2,4.78,debit_card,J1772,U-5679
SES-009693,STN-007,VEH#0011,2025-05-20 15:09:48,2025-05-20 15:30:48,52.58,DC Fast Charge,18.93,RFID,CCS,U-4725
SES-017380,STN-002,VH-014,2025/08/30 18:22,2025/08/30 19:38,31.71,DC Fast Charge,6.66,app_wallet,CHAdeMO,U-8769
SES-017707,STN-002,VH-011,09-04-2025 21:04:16,09-04-2025 22:19:16,30.32,Level 2,3.34,credit card,CCS,U-7364
SES-006860,STN-003,VH-003,04-06-2025 08:56:48,04-06-2025 11:23:48,57.09,DC Fast Charge,11.42,credit card,Tesla Supercharger,U-3073
SES-010964,STN-013,VH-002,2025/06/09 23:58,2025/06/10 01:21,7.66,Level 2,1.23,credit card,Tesla Supercharger,U-3438
SES-002633,STN-013,VH-006,2025-02-11 19:46:08,2025-02-11 22:26:08,21.79,Level 2,4.58,credit card,CCS,U-8097
SES-019725,STN-018,VH-011,09/30/2025 07:23,09/30/2025 09:52,76.3,DC Fast Charge,23.65,credit card,CHAdeMO,U-4252
SES-020437,STN-005,VH-001,11-Oct-2025 20:24:35,11-Oct-2025 21:21:35,69.31,DC Fast Charge,26.34,Google Pay,J1772,U-4806
SES-002650,STN-009,VH-010,02-11-2025 22:28:58,02-12-2025 00:42:58,21.57,Level 2,6.26,Credit Card,CHAdeMO,U-7924
SES-015744,STN-015,VH-006,2025/08/07 14:07,2025/08/07 15:05,-10.22,DC Fast Charge,2.15,Google Pay,Tesla Supercharger,U-9375
SES-022447,STN-003,VH-003,2025/11/07 07:37,2025/11/07 07:58,22.46,Level 2,9.43,credit_card,CHAdeMO,U-3403
SES-021525,STN-010,VEH#0012,10-25-2025 18:53:50,10-25-2025 19:15:50,1.49,Level 1,$0.16,CREDIT_CARD,Tesla Supercharger,U-9182
SES-019104,STN-004,VH-002,2025-09-22 13:57:18,2025-09-22 15:09:18,35.68,Level 2,6.78,debit_card,Tesla Supercharger,U-2698
SES-006511,STN-015,VH-008,04/01/2025 16:52,04/01/2025 17:44,23.8,Level 2,$8.57,debit_card,J1772,U-7305
SES-013604,STN-010,VH-009,2025-07-16 17:39:05,2025-07-16 20:05:05,76.38,DC Fast Charge,19.86,RFID,Tesla Supercharger,U-4041
SES-003412,STN-005,VH-013,2025-02-23 07:06:34,2025-02-23 09:35:34,72.13,DC Fast Charge,12.26,debit_card,Tesla Supercharger,U-2185
SES-022723,STN-015,VH-004,11-10-2025 16:30:00,11-10-2025 18:35:00,8.27,Level 2,2.07,debit_card,J1772,U-4638
SES-008498,STN-012,VEH#0013,2025/05/01 05:14,2025/05/01 06:10,45.51,DC Fast Charge,14.56,Credit Card,CHAdeMO,U-8034
SES-020235,STN-004,VEH#0008,10/08/2025 17:33,10/08/2025 18:31,35.97,Level 2,14.39,RFID,CCS,U-8205
SES-005181,STN-017,VH-011,15-Mar-2025 14:14:14,15-Mar-2025 14:40:14,44.7,DC Fast Charge,8.05,RFID,CHAdeMO,U-6185
SES-024355,STN-010,VEH#0006,2025-12-03 10:48:50,2025-12-03 13:04:50,11.1,Level 2,2.66,debit_card,CCS,U-6510
SES-018289,STN-012,VH-012,09-12-2025 13:53:50,09-12-2025 15:53:50,13.88,Level 2,4.3,credit card,CCS,U-9796
SES-019710,STN-011,VH-013,09/30/2025 17:22,09/30/2025 19:15,22.08,Level 2,9.27,app_wallet,CCS,U-4462
SES-024765,STN-002,VH-006,09-Dec-2025 17:07:42,09-Dec-2025 19:04:42,12.51,DC Fast Charge,1.75,Apple Pay,CCS,U-4302
SES-000204,STN-007,VH-003,2025-01-04 22:27:12,2025-01-05 01:17:12,51.65,DC Fast Charge,10.85,debit_card,Tesla Supercharger,U-7510
SES-003473,STN-018,VH-012,2025-02-23 19:16:17,2025-02-23 20:36:17,9.2,Level 2,2.02,debit_card,J1772,U-5304
SES-017519,STN-017,VH-010,09-02-2025 15:38:51,09-02-2025 17:38:51,77.77,DC Fast Charge,9.33,Apple Pay,J1772,U-5100
SES-000587,STN-009,VH-002,01-10-2025 22:08:47,01-10-2025 23:12:47,13.92,DC Fast Charge,3.34,debit_card,Tesla Supercharger,U-8821
SES-023747,STN-015,VH-012,11-24-2025 09:30:57,11-24-2025 12:20:57,40.76,DC Fast Charge,17.12,Credit Card,CHAdeMO,U-3742
SES-000516,STN-011,VH-004,2025/01/09 19:42,2025/01/09 20:48,18.35,Level 2,$3.85,credit_card,CCS,U-9055
SES-026301,STN-010,VH-008,26-Dec-2025 18:24:42,26-Dec-2025 19:56:42,22.76,Level 2,3.64,RFID,CCS,U-2680
SES-003103,STN07,V_kia_ev6,2025/02/18 14:24,2025/02/18 15:24,8.84,Level 1,3.36,RFID,CCS,U-2437
SES-026728,STN-002,VH-011,30-Dec-2025 21:07:52,30-Dec-2025 23:19:52,72.9,DC Fast Charge,15.31,debit_card,CHAdeMO,U-1324
SES-023509,STN-013,VEH#0009,11/21/2025 11:55,11/21/2025 12:36,8.68,Level 2,3.47,Credit Card,J1772,U-2248
SES-016665,STN-010,VH-004,20-Aug-2025 14:47:38,20-Aug-2025 16:44:38,70.77,DC Fast Charge,25.48,Credit Card,CCS,U-2180
SES-016249,STN-003,VEH#0009,14-Aug-2025 18:30:37,14-Aug-2025 19:18:37,39.8,DC Fast Charge,11.94,credit card,CHAdeMO,U-8841
SES-014288,STN-018,VH-013,2025-07-21 13:42:25,2025-07-21 16:12:25,32.02,Level 2,6.4,Apple Pay,CHAdeMO,U-9530
SES-005253,STN-009,VH-004,15-Mar-2025 17:50:16,15-Mar-2025 20:11:16,68.8,DC Fast Charge,30.27,Google Pay,J1772,U-4806
SES-000200,STN-005,VH-001,01/04/2025 12:18,01/04/2025 15:17,21.81,Level 2,2.84,app_wallet,J1772,U-2342
SES-020576,STN-005,VH-007,10-12-2025 17:01:05,10-12-2025 19:40:05,26.93,Level 2,$10.77,CREDIT_CARD,CCS,U-1216
SES-018388,STN-013,VH-007,2025-09-13 16:10:09,2025-09-13 18:22:09,8.62,Level 1,1.81,CREDIT_CARD,J1772,U-7243
SES-023208,STN-007,V_bmw_ix,2025-11-17 15:17:59,2025-11-17 16:50:59,24.02,Level 2,7.93,Credit Card,Tesla Supercharger,U-7553
SES-023867,STN-004,VH-014,2025-11-26 09:53:01,2025-11-26 10:11:01,5.35,Level 2,1.93,CREDIT_CARD,J1772,U-8897
SES-017395,STN-017,VH-006,2025/08/30 21:25,2025/08/30 23:29,72.65,DC Fast Charge,23.97,debit_card,CCS,U-8592
SES-005438,STN-016,VH-011,2025-03-16 14:42:52,2025-03-16 17:11:52,37.48,DC Fast Charge,9.74,Credit Card,CHAdeMO,U-3930
SES-002037,STN-004,VH-007,02-Feb-2025 08:36:21,02-Feb-2025 10:33:21,22.1,Level 2,3.31,RFID,J1772,U-1489
SES-001786,STN-016,VH-010,29-Jan-2025 12:17:01,29-Jan-2025 13:23:01,79.52,DC Fast Charge,20.68,Google Pay,Tesla Supercharger,U-1060
SES-012674,STN10,VH-011,2025-07-04 00:19:42,2025-07-04 01:42:42,2.63,Level 1,1.13,debit_card,J1772,U-1752
SES-009391,STN-012,VH-009,2025/05/15 17:38,2025/05/15 18:48,2.1,Level 1,0.78,Apple Pay,J1772,U-8062
SES-016253,STN-005,V_tesla_model_s,14-Aug-2025 03:10:30,14-Aug-2025 05:52:30,68.19,DC Fast Charge,27.28,Google Pay,Tesla Supercharger,U-3942
SES-025411,STN-010,VH-002,2025-12-18 09:29:47,2025-12-18 11:37:47,41.19,DC Fast Charge,15.65,CREDIT_CARD,Tesla Supercharger,U-1331
SES-022140,STN-002,VH-003,11/02/2025 22:00,11/02/2025 23:08,10.83,DC Fast Charge,3.47,credit_card,CHAdeMO,U-8329
SES-018671,STN-001,VH-013,2025/09/17 11:48,2025/09/17 13:38,3.82,Level 1,$0.5,credit_card,Tesla Supercharger,U-5319
SES-002091,STN-011,VH-005,2025/02/02 07:58,2025/02/02 08:39,-16.96,Level 2,3.22,app_wallet,CHAdeMO,U-5095
SES-005963,STN-014,VH-006,24-Mar-2025 07:49:38,24-Mar-2025 09:53:38,24.53,Level 2,6.38,RFID,J1772,U-5443
SES-014844,STN-007,VH-004,07/24/2025 17:01,07/24/2025 18:06,7.09,Level 1,2.84,app_wallet,CHAdeMO,U-7884
SES-011397,STN-012,V_volkswagen_id.4,15-Jun-2025 13:09:45,15-Jun-2025 14:18:45,52.86,DC Fast Charge,17.97,credit card,CHAdeMO,U-1870
SES-023840,STN-005,VH-010,11-26-2025 09:16:19,11-26-2025 10:49:19,19.51,DC Fast Charge,8.78,RFID,Tesla Supercharger,U-2452
SES-010939,STN-012,VEH#0006,08-Jun-2025 08:15:39,08-Jun-2025 09:16:39,38.66,Level 2,15.85,Google Pay,CCS,U-9827
SES-010832,STN-009,VH-008,2025/06/07 21:32,2025/06/07 22:19,1.05,Level 1,0.36,credit card,CCS,U-8382
SES-011368,STN-017,VH-006,06-15-2025 16:03:37,06-15-2025 18:06:37,18.86,Level 2,3.58,Google Pay,CCS,U-5142
SES-006781,STN-010,VH-009,2025/04/05 18:32,2025/04/05 20:50,14.57,Level 2,2.04,Apple Pay,CHAdeMO,U-4325
SES-002646,STN-010,VH-005,02/11/2025 12:40,02/11/2025 14:29,43.38,DC Fast Charge,11.28,Credit Card,CHAdeMO,U-1032
SES-022031,STN-007,VH-011,01-Nov-2025 09:45:01,01-Nov-2025 11:43:01,23.66,DC Fast Charge,2.84,Apple Pay,CCS,U-9808
SES-024551,STN-002,VH-012,2025-12-05 16:11:35,2025-12-05 17:02:35,55.98,DC Fast Charge,24.63,CREDIT_CARD,CCS,U-7274
SES-001955,STN-013,VH-009,01-31-2025 08:02:25,01-31-2025 08:52:25,7.02,Level 2,1.26,CREDIT_CARD,J1772,U-7443
SES-011788,STN-005,VH-001,2025-06-21 16:41:39,2025-06-21 17:28:39,10.69,DC Fast Charge,1.92,app_wallet,Tesla Supercharger,U-3701
SES-013745,STN-015,VH-013,2025-07-17 01:54:37,2025-07-17 03:46:37,29.03,DC Fast Charge,6.97,debit_card,J1772,U-2346
SES-010543,STN-013,VH-013,2025-06-02 14:26:05,2025-06-02 14:43:05,38.03,Level 2,4.94,Credit Card,Tesla Supercharger,U-7915
SES-005259,STN-014,VH-006,2025/03/15 08:39,2025/03/15 10:33,14.03,DC Fast Charge,5.47,RFID,CHAdeMO,U-2560
SES-020986,STN-017,VEH#0013,10-18-2025 06:25:48,10-18-2025 09:20:48,23.62,DC Fast Charge,2.6,credit card,CCS,U-1992
SES-006652,STN-005,V_rivian_r1t,2025-04-03 11:04:17,2025-04-03 13:54:17,73.02,DC Fast Charge,18.99,debit_card,CHAdeMO,U-7070
SES-011114,STN-016,VH-006,2025/06/11 11:56,2025/06/11 14:06,3.89,Level 1,1.71,Apple Pay,Tesla Supercharger,U-2651
SES-021771,STN-011,VH-009,2025/10/28 16:56,2025/10/28 18:55,79.76,DC Fast Charge,18.34,RFID,J1772,U-6050
SES-006159,STN-007,VEH#0007,03-27-2025 20:32:36,03-27-2025 20:55:36,5.7,Level 2,0.74,credit_card,CHAdeMO,U-8772
SES-018260,STN-013,VH-013,2025-09-12 07:35:51,2025-09-12 10:26:51,69.38,DC Fast Charge,13.88,app_wallet,CCS,U-4665
SES-022116,STN-017,VH-014,2025/11/02 16:13,2025/11/02 18:50,26.74,DC Fast Charge,11.77,Google Pay,CCS,U-5642
SES-012032,STN-018,VH-003,2025/06/25 21:23,2025/06/25 22:43,17.99,DC Fast Charge,3.96,credit card,Tesla Supercharger,U-2282
SES-018793,STN-012,VH-003,09/19/2025 19:33,09/19/2025 22:14,-63.37,DC Fast Charge,10.14,RFID,CCS,U-7972
SES-016630,STN-008,VH-006,2025-08-19 17:13:35,2025-08-19 19:47:35,6.47,Level 1,$2.52,app_wallet,CCS,U-6225
SES-006763,STN-014,VH-014,2025/04/05 07:59,2025/04/05 08:58,21.26,Level 2,4.68,Credit Card,CCS,U-3023
SES-004397,STN-002,VH-005,03/09/2025 16:37,03/09/2025 17:25,36.8,Level 2,$9.2,app_wallet,CHAdeMO,U-9498
SES-010626,STN-011,VH-010,03-Jun-2025 12:48:42,03-Jun-2025 13:26:42,30.94,DC Fast Charge,12.99,Credit Card,CCS,U-5544
SES-009921,STN-001,VH-013,05/23/2025 08:45,05/23/2025 10:20,37.61,DC Fast Charge,16.17,Credit Card,CCS,U-4449
SES-010371,STN-007,VH-010,05/30/2025 18:19,05/30/2025 20:06,38.29,Level 2,13.4,Apple Pay,J1772,U-5264
SES-014373,STN-008,VEH#0011,21-Jul-2025 08:54:11,21-Jul-2025 11:09:11,11.53,DC Fast Charge,3.69,Apple Pay,J1772,U-3302
SES-021864,STN-003,VH-011,2025-10-30 06:27:25,2025-10-30 08:28:25,11.93,Level 2,2.15,debit_card,CHAdeMO,U-1599
SES-000811,STN-001,VH-004,2025-01-13 20:21:11,2025-01-13 22:10:11,18.01,Level 2,7.02,app_wallet,CHAdeMO,U-5033
SES-005174,STN-005,VH-009,03-15-2025 06:44:53,03-15-2025 09:07:53,21.5,DC Fast Charge,9.46,RFID,J1772,U-9401
SES-007517,STN-003,VH-004,04/16/2025 11:34,04/16/2025 11:59,21.38,Level 2,7.48,credit_card,J1772,U-4412
SES-012890,STN16,VH-003,2025/07/08 18:09,2025/07/08 18:34,-4.32,Level 1,1.08,Google Pay,CHAdeMO,U-3268
SES-003183,STN-013,VH-013,19-Feb-2025 15:01:08,19-Feb-2025 17:07:08,64.72,DC Fast Charge,17.47,app_wallet,J1772,U-4733
SES-020739,STN-002,VH-009,10-15-2025 15:38:24,10-15-2025 18:07:24,10.74,Level 2,4.83,credit_card,CHAdeMO,U-1292
SES-025813,STN-005,VH-004,2025-12-22 06:41:57,2025-12-22 09:40:57,-7.08,Level 1,2.9,Credit Card,CCS,U-3514
SES-024101,STN-002,VH-008,2025/11/29 07:50,2025/11/29 08:59,8.15,Level 2,3.26,app_wallet,J1772,U-5568
SES-009538,STN-007,VEH#0012,2025-05-17 16:03:52,2025-05-17 16:15:52,47.87,DC Fast Charge,14.36,Google Pay,CCS,U-4939
SES-001421,STN-011,VH-014,2025/01/23 19:38,2025/01/23 22:37,67.65,DC Fast Charge,$25.03,Credit Card,CHAdeMO,U-3089
SES-022571,STN12,VH-008,2025/11/08 12:34,2025/11/08 15:30,47.07,DC Fast Charge,13.65,Credit Card,CCS,U-1815
SES-002485,STN-016,VH-007,02/09/2025 06:01,02/09/2025 06:37,71.38,DC Fast Charge,9.99,Apple Pay,CHAdeMO,U-9720
SES-002985,STN-002,VEH#0011,2025/02/17 14:46,2025/02/17 16:19,61.49,DC Fast Charge,11.07,debit_card,CCS,U-5889
SES-012304,STN-008,VH-001,2025/06/29 12:59,2025/06/29 14:48,44.21,DC Fast Charge,12.82,CREDIT_CARD,J1772,U-3618
SES-013274,STN-018,VH-011,2025/07/14 07:42,2025/07/14 10:19,32.22,Level 2,4.19,credit_card,CHAdeMO,U-4033
SES-026438,STN-012,V_tesla_model_s,12-27-2025 08:54:56,12-27-2025 11:28:56,50.96,DC Fast Charge,8.15,Credit Card,Tesla Supercharger,U-6439
SES-019264,STN-010,VEH#0009,09-25-2025 16:42:53,09-25-2025 19:24:53,13.28,DC Fast Charge,4.52,Credit Card,J1772,U-2601
SES-021673,STN-011,VEH#0013,2025-10-27 10:28:11,2025-10-27 12:30:11,66.82,DC Fast Charge,8.02,Credit Card,Tesla Supercharger,U-2423
SES-009992,STN-011,VH-012,24-May-2025 17:36:55,24-May-2025 18:44:55,7.36,Level 1,1.25,CREDIT_CARD,J1772,U-9245
SES-020227,STN-014,VH-006,2025/10/08 16:39,2025/10/08 19:35,34.04,Level 2,13.62,CREDIT_CARD,Tesla Supercharger,U-9379
SES-000567,STN-004,VH-001,01-09-2025 19:41:52,01-09-2025 20:39:52,41.2,DC Fast Charge,5.36,credit card,J1772,U-8769
SES-020153,STN-013,VH-006,10/07/2025 12:55,10/07/2025 14:34,16.14,DC Fast Charge,5.81,Credit Card,CHAdeMO,U-8212
SES-024835,STN-002,VH-014,12-10-2025 14:06:41,12-10-2025 14:38:41,11.32,DC Fast Charge,2.15,credit card,CHAdeMO,U-1798
SES-013557,STN13,VH-012,2025/07/16 08:17,2025/07/16 10:45,39.88,Level 2,8.77,RFID,CCS,U-2896
SES-010066,STN-013,VH-002,05-25-2025 14:36:23,05-25-2025 15:16:23,9.02,Level 2,3.52,credit_card,CHAdeMO,U-5991
SES-019197,STN-018,VH-005,24-Sep-2025 16:26:53,24-Sep-2025 16:59:53,33.78,Level 2,13.85,app_wallet,CHAdeMO,U-1607
SES-009253,STN-008,VH-007,2025-05-13 23:37:09,2025-05-14 00:47:09,37.66,Level 2,10.92,RFID,Tesla Supercharger,U-9391
SES-017164,STN-008,VH-005,2025-08-27 07:37:58,2025-08-27 10:03:58,37.92,Level 2,14.41,credit_card,J1772,U-3998
SES-022230,STN-010,V_tesla_model_s,2025-11-04 15:21:26,2025-11-04 17:39:26,37.67,DC Fast Charge,16.57,CREDIT_CARD,Tesla Supercharger,U-5834
SES-019582,STN-003,VH-003,28-Sep-2025 08:02:23,28-Sep-2025 10:51:23,43.28,DC Fast Charge,6.49,Google Pay,CHAdeMO,U-9506
SES-010167,STN-008,VH-003,2025-05-27 16:09:02,2025-05-27 18:53:02,20.22,Level 2,6.27,credit_card,Tesla Supercharger,U-3162
SES-002400,STN-013,VH-007,2025-02-08 16:39:19,2025-02-08 19:01:19,13.14,DC Fast Charge,5.91,Apple Pay,CCS,U-8614
SES-024177,STN-002,VH-006,30-Nov-2025 16:34:17,30-Nov-2025 19:22:17,50.56,DC Fast Charge,17.7,Apple Pay,CCS,U-5555
SES-021181,STN-013,VH-014,10/20/2025 18:07,10/20/2025 20:29,12.93,DC Fast Charge,2.84,CREDIT_CARD,Tesla Supercharger,U-1628
SES-018055,STN-015,VH-007,2025/09/08 17:00,2025/09/08 17:31,53.84,DC Fast Charge,11.31,CREDIT_CARD,J1772,U-5861
SES-005811,STN-016,VH-007,2025/03/22 07:06,2025/03/22 08:37,63.72,DC Fast Charge,$12.11,credit card,CCS,U-4874
SES-021074,STN-001,VH-003,18-Oct-2025 11:54:47,18-Oct-2025 13:47:47,-19.05,DC Fast Charge,4.38,RFID,J1772,U-5799
SES-018071,STN-014,VEH#0010,2025/09/08 18:17,2025/09/08 18:59,27.78,Level 2,9.45,CREDIT_CARD,CCS,U-1057
SES-023474,STN-003,VH-013,2025-11-21 10:36:29,2025-11-21 13:20:29,30.67,DC Fast Charge,13.19,credit_card,Tesla Supercharger,U-3566
SES-007710,STN-008,VH-005,04/19/2025 08:16,04/19/2025 09:53,58.96,DC Fast Charge,14.74,CREDIT_CARD,CCS,U-8629
SES-017090,STN-003,VEH#0004,2025/08/26 09:08,2025/08/26 11:41,2.08,Level 1,$0.83,app_wallet,Tesla Supercharger,U-3598
SES-017836,STN-009,VH-004,2025-09-06 18:40:14,2025-09-06 19:21:14,25.14,Level 2,5.53,RFID,J1772,U-4538
SES-007105,STN-003,VH-009,04/09/2025 16:49,04/09/2025 18:40,8.67,Level 2,$3.12,credit_card,J1772,U-1312
SES-013269,STN-007,VH-006,2025/07/13 17:28,2025/07/13 17:46,35.17,Level 2,4.57,Credit Card,J1772,U-7662
SES-018954,STN11,VEH#0010,09/20/2025 08:55,09/20/2025 11:48,78.85,DC Fast Charge,17.35,debit_card,CCS,U-4350
SES-015371,STN-008,VEH#0014,01-Aug-2025 11:04:42,01-Aug-2025 12:43:42,6.59,Level 1,1.32,Google Pay,CCS,U-3863
SES-005007,STN-005,VH-012,2025-03-13 18:19:57,2025-03-13 20:47:57,57.33,DC Fast Charge,16.05,app_wallet,J1772,U-8525
SES-022988,STN-002,VH-009,15-Nov-2025 08:13:41,15-Nov-2025 08:50:41,5.62,Level 2,0.62,Google Pay,Tesla Supercharger,U-6874
SES-014939,STN-010,VH-013,25-Jul-2025 08:50:51,25-Jul-2025 09:13:51,59.97,DC Fast Charge,7.8,app_wallet,Tesla Supercharger,U-6349
SES-020330,STN-008,V_bmw_ix,10-09-2025 06:10:30,10-09-2025 08:45:30,72.53,DC Fast Charge,25.39,RFID,CHAdeMO,U-7994
SES-015429,STN-011,VH-001,08/02/2025 08:42,08/02/2025 09:03,7.93,Level 2,0.95,Credit Card,J1772,U-7233
SES-000994,STN-016,VH-007,01-16-2025 22:36:44,01-17-2025 01:20:44,64.44,DC Fast Charge,7.09,Google Pay,J1772,U-2100
SES-008673,STN-008,VH-011,05/03/2025 13:24,05/03/2025 16:10,12.37,DC Fast Charge,5.32,Apple Pay,Tesla Supercharger,U-7034
SES-010590,STN-007,V_chevrolet_bolt_euv,2025/06/02 10:47,2025/06/02 11:05,76.96,DC Fast Charge,29.24,app_wallet,CHAdeMO,U-8129
SES-017794,STN-007,V_hyundai_ioniq_5,2025-09-06 22:28:56,2025-09-07 00:56:56,63.94,DC Fast Charge,$23.02,Google Pay,Tesla Supercharger,U-2509
SES-014623,STN-017,VH-005,2025/07/23 21:23,2025/07/24 00:00,36.51,Level 2,8.4,CREDIT_CARD,J1772,U-6234
SES-013937,STN-004,VH-011,07-18-2025 16:17:39,07-18-2025 18:42:39,18.56,DC Fast Charge,3.53,app_wallet,Tesla Supercharger,U-3528
SES-025992,STN-011,VH-008,2025/12/24 18:12,2025/12/24 19:03,67.13,DC Fast Charge,15.44,CREDIT_CARD,CCS,U-2334
SES-005575,STN-007,V_ford_mustang_mach-e,2025-03-18 22:08:20,2025-03-18 23:15:20,16.09,Level 2,$4.51,RFID,J1772,U-7035
SES-000406,STN-015,VEH#0004,2025-01-07 13:16:34,2025-01-07 14:53:34,23.92,Level 2,2.63,CREDIT_CARD,CCS,U-7285
SES-026112,STN-018,VH-002,2025/12/25 00:43,2025/12/25 00:58,12.28,Level 2,4.3,credit_card,Tesla Supercharger,U-6240
SES-019140,STN-018,VH-010,09/23/2025 15:23,09/23/2025 17:51,27.07,Level 2,6.5,RFID,CHAdeMO,U-5092
SES-002324,STN-017,VH-010,2025/02/06 16:05,2025/02/06 16:52,32.78,Level 2,3.93,app_wallet,Tesla Supercharger,U-9785
SES-010608,STN-008,V_tesla_model_y,06/03/2025 11:31,06/03/2025 11:57,51.3,DC Fast Charge,10.26,Credit Card,CHAdeMO,U-9057
SES-006210,STN-011,VEH#0001,2025/03/28 10:06,2025/03/28 11:50,15.41,Level 2,4.01,CREDIT_CARD,J1772,U-4261
SES-021755,STN-012,VH-009,2025/10/28 11:41,2025/10/28 12:55,6.25,Level 1,2.31,credit_card,Tesla Supercharger,U-6999
SES-009039,STN-015,VH-011,2025-05-09 17:23:08,2025-05-09 20:02:08,47.96,DC Fast Charge,$10.55,credit card,CCS,U-2795
SES-018086,STN08,VH-012,09/08/2025 10:31,09/08/2025 11:25,9.49,Level 1,2.09,credit card,CCS,U-5568
SES-013121,STN-003,VH-004,2025/07/11 06:21,2025/07/11 07:14,7.09,Level 1,1.99,CREDIT_CARD,Tesla Supercharger,U-7639
SES-018728,STN-002,VH-006,2025/09/18 13:56,2025/09/18 15:35,-3.93,Level 1,$1.3,debit_card,J1772,U-1729
SES-023222,STN-013,VH-002,17-Nov-2025 19:16:52,17-Nov-2025 19:56:52,13.69,DC Fast Charge,4.38,Apple Pay,CHAdeMO,U-5078
SES-010132,STN-018,VH-001,2025-05-26 11:25:18,2025-05-26 11:52:18,21.45,Level 2,5.79,RFID,CCS,U-8800
SES-007352,STN-001,VEH#0002,04/13/2025 08:37,04/13/2025 09:31,69.16,DC Fast Charge,11.07,Credit Card,Tesla Supercharger,U-4030
SES-001775,STN-010,VH-010,2025/01/29 22:31,2025/01/29 23:52,79.41,DC Fast Charge,23.82,credit card,J1772,U-7771
SES-021177,STN-004,VH-001,10/20/2025 06:01,10/20/2025 08:58,27.39,Level 2,7.4,credit_card,J1772,U-4109
SES-006837,STN-005,VH-014,04-06-2025 16:39:04,04-06-2025 17:17:04,39.31,Level 2,9.43,Apple Pay,CCS,U-6890
SES-026455,STN-004,VH-013,2025-12-27 17:06:19,2025-12-27 19:30:19,4.0,Level 1,$1.64,debit_card,CHAdeMO,U-9056
SES-006877,STN-014,V_volkswagen_id.4,04-06-2025 10:42:57,04-06-2025 10:53:57,23.02,DC Fast Charge,$2.53,CREDIT_CARD,CHAdeMO,U-4758
SES-011861,STN-010,VH-011,06-22-2025 17:22:17,06-22-2025 18:32:17,19.44,Level 2,7.78,credit card,J1772,U-7922
SES-024617,STN-003,VEH#0011,06-Dec-2025 23:27:55,07-Dec-2025 01:39:55,74.27,DC Fast Charge,$13.37,debit_card,CCS,U-1354
SES-025788,STN-001,V_hyundai_ioniq_5,22-Dec-2025 09:12:05,22-Dec-2025 10:47:05,3.99,Level 1,1.16,credit card,CCS,U-2486
SES-015796,STN-003,V_rivian_r1t,08-07-2025 11:08:36,08-07-2025 13:59:36,10.94,Level 2,$4.49,app_wallet,CCS,U-5475
SES-003187,STN-002,VH-002,2025/02/20 09:43,2025/02/20 11:18,17.46,DC Fast Charge,5.59,Apple Pay,J1772,U-2746
